id,unidade_id,data_plantao,turno,vagas_totais,vagas_ocupadas,status,created_at,unidade_nome,unidade_endereco
5fe52fe6-27b0-47d3-b490-6bc35bb9c921,87aec33f-b6d1-4263-b8e3-e53bbbf6b3a2,2026-04-01,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Taguatinga - DF,
c1063d0c-0bd3-4819-ad5b-5bd707c65387,15d87fb5-b135-4c65-bad1-4751514f1e0f,2026-04-01,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Sig - DF,
887e77ff-a87e-46f2-943c-d0f3de9342ef,15d87fb5-b135-4c65-bad1-4751514f1e0f,2026-04-01,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Sig - DF,
db4f1f86-8290-4b6c-9031-9b37c7d68c17,15d87fb5-b135-4c65-bad1-4751514f1e0f,2026-04-01,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Sig - DF,
85be117e-ada1-41f9-b82e-a169a748c876,15d87fb5-b135-4c65-bad1-4751514f1e0f,2026-04-01,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Sig - DF,
0805b136-891c-462e-918c-7d350f785a58,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,2026-04-01,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Pampulha - MG,
3b310e9b-80e9-404c-bfc9-f412f99cf0c8,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,2026-04-01,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Pampulha - MG,
aee91aa8-3123-47f3-8b83-8c5fb2eb05d4,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,2026-04-01,Noite,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Pampulha - MG,
8fc63a91-ed8e-4af8-b7f9-f3d02c35fee6,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,2026-04-01,Madrugada,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Pampulha - MG,
689fc69c-12ba-4035-8a8d-90106fbc7b7b,e1969ee6-5072-452c-be7a-b4b67c584d56,2026-04-02,Manhã,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,UTI Vitória - ES,
d4de6b67-1862-4a10-b6a1-0d6efaedec1d,e1969ee6-5072-452c-be7a-b4b67c584d56,2026-04-02,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,UTI Vitória - ES,
a4664b04-fca8-4fdc-a405-df0a553fb97e,e1969ee6-5072-452c-be7a-b4b67c584d56,2026-04-02,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,UTI Vitória - ES,
4013b50f-294a-48b2-9adc-10b55cd2ea05,e1969ee6-5072-452c-be7a-b4b67c584d56,2026-04-02,Madrugada,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,UTI Vitória - ES,
29f681b6-f8c0-48e3-86d8-c33c96af7711,492596f0-a69f-4b83-b583-30ab0ea3cb8c,2026-04-02,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vitória - ES,
ee5f4425-017c-49b1-8701-6dfa0923863c,492596f0-a69f-4b83-b583-30ab0ea3cb8c,2026-04-02,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vitória - ES,
a88b3137-f7ad-4b64-b7a8-c24ea1e45e2a,492596f0-a69f-4b83-b583-30ab0ea3cb8c,2026-04-02,Noite,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Vitória - ES,
530e591f-cd61-4e69-81de-fda8fa0654af,492596f0-a69f-4b83-b583-30ab0ea3cb8c,2026-04-02,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vitória - ES,
a99792de-fa2a-4553-8d46-7fa67f13675d,decbd054-c077-4e5a-90ca-fc0ec8ccf809,2026-04-02,Manhã,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,ENFERMARIA Vitória - ES,
aabafd4e-97d3-42c8-9bf8-fdf70d9ded49,decbd054-c077-4e5a-90ca-fc0ec8ccf809,2026-04-02,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,ENFERMARIA Vitória - ES,
e96ab5ef-6c2d-4cf9-8412-b1fc560dc632,decbd054-c077-4e5a-90ca-fc0ec8ccf809,2026-04-02,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,ENFERMARIA Vitória - ES,
f500e672-f929-4539-9ebb-2aa7e523e1db,decbd054-c077-4e5a-90ca-fc0ec8ccf809,2026-04-02,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,ENFERMARIA Vitória - ES,
a56f242a-a495-4283-94ba-780da64e32a4,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,2026-04-02,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vila Velha - ES,
a70b6502-c5d0-4c43-b9b0-0661ae7e49b1,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,2026-04-02,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vila Velha - ES,
244d2abf-a3de-410f-b88d-3cf2074c38b2,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,2026-04-02,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vila Velha - ES,
aef4063e-021e-47af-b94d-4c2e89116f32,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,2026-04-02,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vila Velha - ES,
016c285c-7bdf-4de8-963b-770bf1679f0d,e76bf95b-5aad-4709-bb29-2c611a1cc0c5,2026-04-02,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Campo grande - RJ,
dcf3d9e4-88fd-4781-8422-3ee1d80670db,e76bf95b-5aad-4709-bb29-2c611a1cc0c5,2026-04-02,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Campo grande - RJ,
c8666b01-4ca2-468d-a1a9-f11943e73bd8,e76bf95b-5aad-4709-bb29-2c611a1cc0c5,2026-04-02,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Campo grande - RJ,
4aad7f0e-208e-4bb1-b9f2-a12a86f7609f,e76bf95b-5aad-4709-bb29-2c611a1cc0c5,2026-04-02,Madrugada,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Campo grande - RJ,
27d172fe-f264-48a3-b192-ddba0f65bebc,c3e990cc-25fd-475b-a5c9-2e69a79fb506,2026-04-02,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Botafogo - RS,
e9cb71ca-c7c4-475c-b4ee-c8d1d1745da3,c3e990cc-25fd-475b-a5c9-2e69a79fb506,2026-04-02,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Botafogo - RS,
abd1348c-ba1f-486f-be70-e21f6ce7c057,c3e990cc-25fd-475b-a5c9-2e69a79fb506,2026-04-02,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Botafogo - RS,
dd810a2f-e720-4a64-b5ad-665fab6581b6,c3e990cc-25fd-475b-a5c9-2e69a79fb506,2026-04-02,Madrugada,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Botafogo - RS,
c7626fbc-07b9-4c25-b99a-fd597d198de6,d59c5067-c1d2-4658-acb2-7fb7ebf70fb0,2026-04-02,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Barra da Tijuca - RJ,
e775f797-53a9-43ca-a3e2-dac376557b39,d59c5067-c1d2-4658-acb2-7fb7ebf70fb0,2026-04-02,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Barra da Tijuca - RJ,
24adcd61-96b1-45a0-b410-1d7cf503e0fa,d59c5067-c1d2-4658-acb2-7fb7ebf70fb0,2026-04-02,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Barra da Tijuca - RJ,
2da36243-caac-4531-ab62-6fb87664f289,d59c5067-c1d2-4658-acb2-7fb7ebf70fb0,2026-04-02,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Barra da Tijuca - RJ,
57f8d52b-e5ff-4adb-9bdf-e56bdaa5fd1d,d270354e-a819-4d5d-b79c-1f969c2bcdaa,2026-04-02,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vitural - Web,
db0d84b5-8a37-44ed-8f36-1ee468adbf7b,d270354e-a819-4d5d-b79c-1f969c2bcdaa,2026-04-02,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vitural - Web,
ad38c95b-f3bf-4801-a8b6-6710921e9c87,d270354e-a819-4d5d-b79c-1f969c2bcdaa,2026-04-02,Noite,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Vitural - Web,
29e91eba-8c62-4811-9c55-56c6c353c6b1,d270354e-a819-4d5d-b79c-1f969c2bcdaa,2026-04-02,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vitural - Web,
7966050a-c16f-42b0-9086-3506de213be8,ba3bb4c6-9705-45f4-adda-eb6c9469c043,2026-04-02,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,Anestesista MG,
f2f9c1f2-ed94-4648-b5c9-97c62f3f77f6,ba3bb4c6-9705-45f4-adda-eb6c9469c043,2026-04-02,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,Anestesista MG,
a0a53196-3bb1-4017-86f2-4a6b86a9f937,ba3bb4c6-9705-45f4-adda-eb6c9469c043,2026-04-02,Noite,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,Anestesista MG,
f4f0e3bb-12dc-42d8-b933-02d33834b2f3,ba3bb4c6-9705-45f4-adda-eb6c9469c043,2026-04-02,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,Anestesista MG,
d06c7a8e-15b2-4a9c-afd9-742c11029b86,87aec33f-b6d1-4263-b8e3-e53bbbf6b3a2,2026-04-02,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Taguatinga - DF,
8637503d-39ad-4b34-a49d-32027080b932,87aec33f-b6d1-4263-b8e3-e53bbbf6b3a2,2026-04-02,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Taguatinga - DF,
2885a59a-cdc8-4f1f-bce6-04f5f47a4888,87aec33f-b6d1-4263-b8e3-e53bbbf6b3a2,2026-04-02,Noite,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Taguatinga - DF,
d979beb5-d4b4-4fd2-93b6-a9fd92969ee7,87aec33f-b6d1-4263-b8e3-e53bbbf6b3a2,2026-04-02,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Taguatinga - DF,
0a8252d2-600f-431e-8cd2-23742ed449be,15d87fb5-b135-4c65-bad1-4751514f1e0f,2026-04-02,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Sig - DF,
1e0e04a1-f654-4b8e-813f-9f424e08a0da,15d87fb5-b135-4c65-bad1-4751514f1e0f,2026-04-02,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Sig - DF,
910b7573-eee0-4ec2-924c-2cc7d4c4ad55,15d87fb5-b135-4c65-bad1-4751514f1e0f,2026-04-02,Noite,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Sig - DF,
cca1db4b-3ccf-4d39-ba29-06abe5bf4121,15d87fb5-b135-4c65-bad1-4751514f1e0f,2026-04-02,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Sig - DF,
26e26c42-f399-480e-b2a0-817244883d65,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,2026-04-02,Manhã,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Pampulha - MG,
537baedc-d0c3-4c09-a6cc-117712359c18,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,2026-04-02,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Pampulha - MG,
4f7f2bcc-701d-4a06-8379-6bf8a21c1ab7,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,2026-04-02,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Pampulha - MG,
e667096f-2088-4b6b-a7eb-b896c8a99915,ace03104-da8d-49f9-a5f7-1ab2ac75dea7,2026-04-02,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Pampulha - MG,
0725d2c6-4b27-4bb2-8d17-3335d8a0a7c5,e1969ee6-5072-452c-be7a-b4b67c584d56,2026-04-03,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,UTI Vitória - ES,
ae25a31a-5ce3-4588-838e-0ab615f1ff98,e1969ee6-5072-452c-be7a-b4b67c584d56,2026-04-03,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,UTI Vitória - ES,
cc4bfe81-d32c-467c-9c6b-ddab4c2b80e0,e1969ee6-5072-452c-be7a-b4b67c584d56,2026-04-03,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,UTI Vitória - ES,
4cd8c3d9-2670-44d1-810a-af7c61edbe89,e1969ee6-5072-452c-be7a-b4b67c584d56,2026-04-03,Madrugada,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,UTI Vitória - ES,
2177b76c-aa97-4910-a01d-2a6943a5eba0,492596f0-a69f-4b83-b583-30ab0ea3cb8c,2026-04-03,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vitória - ES,
7dd5411c-2018-486d-9b17-413f8a167d49,492596f0-a69f-4b83-b583-30ab0ea3cb8c,2026-04-03,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vitória - ES,
a7d79e4c-b632-400e-8063-8044aaf646c4,492596f0-a69f-4b83-b583-30ab0ea3cb8c,2026-04-03,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vitória - ES,
39811fa5-c20b-4d92-9f9c-4eff32222f65,492596f0-a69f-4b83-b583-30ab0ea3cb8c,2026-04-03,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vitória - ES,
3746e934-2625-4d04-a5d0-a68bcb95dad8,decbd054-c077-4e5a-90ca-fc0ec8ccf809,2026-04-03,Manhã,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,ENFERMARIA Vitória - ES,
fda90206-7635-4799-a4de-884d77539659,decbd054-c077-4e5a-90ca-fc0ec8ccf809,2026-04-03,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,ENFERMARIA Vitória - ES,
61c5ba6c-89d5-4de8-9c7e-eef3c80d20a1,decbd054-c077-4e5a-90ca-fc0ec8ccf809,2026-04-03,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,ENFERMARIA Vitória - ES,
074e595f-fd10-4d6e-b2da-4b8cf339d740,decbd054-c077-4e5a-90ca-fc0ec8ccf809,2026-04-03,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,ENFERMARIA Vitória - ES,
f150a5b2-d616-4e0d-828a-f5b30f35dede,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,2026-04-03,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vila Velha - ES,
3a7b39e9-8f88-44fb-aa66-6b2da8436bba,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,2026-04-03,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vila Velha - ES,
f3f5a498-ce6c-4b35-9285-72ad80ef3092,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,2026-04-03,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Vila Velha - ES,
aceda557-dc3d-46d0-9160-7e7eee952e5a,b6916e29-2cdc-433c-9f8b-c9e0fb4b27a1,2026-04-03,Madrugada,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Vila Velha - ES,
485ebdce-b5e9-4fee-9121-86d8decd449b,e76bf95b-5aad-4709-bb29-2c611a1cc0c5,2026-04-03,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Campo grande - RJ,
32aa0d9c-b3bd-4975-8887-e15b289e909f,e76bf95b-5aad-4709-bb29-2c611a1cc0c5,2026-04-03,Tarde,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Campo grande - RJ,
d3afe601-a8e8-4899-a165-1ca46026e49d,e76bf95b-5aad-4709-bb29-2c611a1cc0c5,2026-04-03,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Campo grande - RJ,
3c77e2d4-db8f-4c66-be8f-7350f3e73901,e76bf95b-5aad-4709-bb29-2c611a1cc0c5,2026-04-03,Madrugada,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Campo grande - RJ,
724c313f-6344-4113-9c99-b351bca64607,c3e990cc-25fd-475b-a5c9-2e69a79fb506,2026-04-03,Manhã,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Botafogo - RS,
6ed11b81-2ff7-49fc-89d8-8b5568ee4fca,c3e990cc-25fd-475b-a5c9-2e69a79fb506,2026-04-03,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Botafogo - RS,
ccbe9d4f-7c33-4e62-a531-c3c1c4c8e3d0,c3e990cc-25fd-475b-a5c9-2e69a79fb506,2026-04-03,Noite,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Botafogo - RS,
a9e2e9d4-2feb-4865-8474-473710665215,c3e990cc-25fd-475b-a5c9-2e69a79fb506,2026-04-03,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Botafogo - RS,
c57ce76a-d9ca-4ff4-a7d1-c99d4149ad1a,d59c5067-c1d2-4658-acb2-7fb7ebf70fb0,2026-04-03,Manhã,1,0,ABERTO,2026-04-06T18:11:57.581551+00:00,PS Barra da Tijuca - RJ,
e193535a-a9bb-4862-9803-01670b6ca1f1,d59c5067-c1d2-4658-acb2-7fb7ebf70fb0,2026-04-03,Tarde,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Barra da Tijuca - RJ,
fb2709c4-ba0f-46c9-be65-66aa2c63c23d,d59c5067-c1d2-4658-acb2-7fb7ebf70fb0,2026-04-03,Noite,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Barra da Tijuca - RJ,
2d0ed34b-6017-4f0c-a79b-e69717a48a51,d59c5067-c1d2-4658-acb2-7fb7ebf70fb0,2026-04-03,Madrugada,1,1,OCUPADO,2026-04-06T18:11:57.581551+00:00,PS Barra da Tijuca - RJ,
