id,data,turno,total_atendimentos,unidade,regional,created_at
fd217ceb-8720-4a0c-9fd8-40584a10afce,2024-04-02,tarde,83,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
3b026f56-eaec-4201-9956-cf0bc32cbb50,2024-04-02,madrugada,43,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
d0f3554d-81d2-48f6-b701-a28d862cef95,2024-04-02,manha,100,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
7c9e0194-db8a-4f58-a52b-8a93d1de8d59,2024-04-02,noite,79,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
42c3cc3d-68d3-4c7b-98a0-6ef3f6ee167d,2024-04-02,tarde,90,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
0e268ad3-0556-49cd-b0a9-740b6e941ca7,2024-04-02,madrugada,38,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
e78ba60c-767a-461a-9d54-c221e143a7a3,2024-04-02,manha,105,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
d500b657-36b7-4b30-b86d-e007271d41cd,2024-04-02,noite,61,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
7d40ea64-2b32-423d-9ce7-0947caf4b171,2024-04-02,tarde,81,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
5389c661-6db3-47c9-9110-5a1d47a649b9,2024-04-02,madrugada,57,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
3c0bad33-89a3-49e3-aeac-89ce8da44108,2024-04-02,manha,146,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
f130e7f6-3cf4-43ed-b103-9a747273da76,2024-04-02,noite,93,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
95dffc03-d0b9-4e81-a249-e29c28bed3d4,2024-04-02,tarde,111,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
8aa9b817-4e40-404e-bb90-2e4451dfa677,2024-04-02,madrugada,58,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
950552c6-dce3-44c5-a6e6-aeaff9ce5827,2024-04-02,manha,137,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
e2fcd886-4c1c-46a2-a649-0c82931e7f98,2024-04-02,noite,93,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
4b77a8c8-ea1a-4298-9d49-514e38a2a3cf,2024-04-02,tarde,112,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
449c4810-d9f6-4573-9dcc-86a8f8aa2bf7,2024-04-02,madrugada,49,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
6f4fcdb5-d362-4f16-aac0-c207908ded0d,2024-04-02,manha,128,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
a33e3eae-387c-45ca-9816-f48e195165c1,2024-04-02,noite,93,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
e4892336-8faf-4513-8f00-74104f9eed99,2024-04-02,tarde,108,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
39a5ce08-9a50-4f09-aecd-b6c5794d7a91,2024-04-03,madrugada,43,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
5d0e0d9c-9e5a-4b7d-a382-437bcb85a4ee,2024-04-03,manha,108,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
f7a636dd-8e3a-4550-9cf8-6721c7c39d1f,2024-04-03,noite,68,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
09bcc8e7-0223-4a3a-8aeb-3ddd57bafd23,2024-04-03,tarde,102,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
308e539f-d02e-4f15-bc3d-710415a46577,2024-04-03,madrugada,36,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
02d50e8f-0b10-49e4-997d-346d2ca51e43,2024-04-03,manha,94,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
9f7bfff4-3834-48d7-a060-89794e4e961c,2024-04-03,noite,59,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
06a3405b-6bf7-4e1e-9e5f-bc29e7380cb1,2024-04-03,tarde,93,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
9be3a271-4e00-4585-a682-29b6d319a73f,2024-04-03,madrugada,32,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
da41a6e2-89c3-465f-a8eb-cddb5b0c5610,2024-04-03,manha,117,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
74dd53ac-5a91-4e84-bb58-7e4c46b269cc,2024-04-03,noite,64,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
0f780c6e-b1a3-4fac-bfd9-a8b2a90aa06d,2024-04-03,tarde,94,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
f5d9d25f-fc1d-4758-8c6b-4778731c107c,2024-04-03,madrugada,39,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
caeee4b0-5db6-4f8a-8ccb-3195e658cc1b,2024-04-03,manha,98,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
35135620-bf29-441f-8da9-749f48f8d216,2024-04-03,noite,56,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
4b7fdc42-dc98-4f8b-a14a-5d4f1f914de3,2024-04-03,tarde,76,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
026d8af0-cd36-49f9-a867-8c7dea7492a4,2024-04-03,madrugada,33,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
8ce94fcf-c83c-488f-9fba-fc2ac8e143ff,2024-04-03,manha,104,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
5c0394de-f185-449c-8f29-b52dc22514a1,2024-04-03,noite,73,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
1da5a860-9635-4ae0-8bf3-891f3bd0904a,2024-04-03,tarde,97,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
7ee7bd7a-6833-4f91-9309-f9ac7d7bc63f,2024-04-03,madrugada,37,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
6b96b2f8-bfa2-4258-991b-49195d5db46e,2024-04-03,manha,99,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
208bfa9b-ac67-4c66-9d6f-2e95232596d0,2024-04-03,noite,65,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
10b643a3-c015-4403-acdc-e0adfddac3da,2024-04-03,tarde,81,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
930b0898-0173-4a26-a0c9-61ff0771262d,2024-04-03,madrugada,57,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
02eb186e-4942-4a17-85a3-5f813ea94732,2024-04-03,manha,131,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
844a5106-80f8-4143-81c0-a7cc63a5859c,2024-04-03,noite,92,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
b5c09371-872f-4380-8bae-eecdf113b18c,2024-04-03,tarde,114,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
9f3f3648-7ec5-4526-b051-307c231edce5,2024-04-03,madrugada,88,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
81ae01cb-5878-4a30-8bc7-7b95143bc066,2024-04-03,manha,131,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
51cbecf9-e1ca-4cdd-b89e-5f3c1f2adbc5,2024-04-03,noite,84,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
8696c6e6-029a-4dc4-8bbc-b1ce57b38f8c,2024-04-03,tarde,107,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
1715630c-f3aa-49ba-8cd1-7c3e19cf525b,2024-04-03,madrugada,41,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
94457247-38a1-4859-a79c-dfcf78c55ae5,2024-04-03,manha,131,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
6f2b0ab6-7930-45e1-833c-fb57d8628507,2024-04-03,noite,83,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
77eef266-67d0-4bf0-98ae-5086e55e6b0a,2024-04-03,tarde,110,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
2021d7fd-effe-4411-b8d1-18e737a7d226,2024-04-04,madrugada,43,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
0d709123-08fb-43c4-8dea-c3e239e15e91,2024-04-04,manha,113,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
cdd4ef93-aebf-4fa9-8f5b-0d2f7361b306,2024-04-04,noite,72,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
c1e8b5b8-6bc1-42c6-a60c-87cf8f609c37,2024-04-04,tarde,94,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
367d2159-3580-48a9-bfa7-86c6cfca500d,2024-04-04,madrugada,44,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
d0a52267-e750-420f-bd8a-33c1d8cd990e,2024-04-04,manha,106,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
becfd1e0-243c-4afa-95f2-bbc95c41e824,2024-04-04,noite,72,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
8320df98-d6b3-4cb4-bc10-6b55932018b7,2024-04-04,tarde,87,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
561f8767-1804-4ef8-a828-8a78cd46a9cc,2024-04-04,madrugada,48,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
adcdcb17-acb1-42ed-8148-404811108d93,2024-04-04,manha,117,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
17f3058a-91ca-4174-a830-d2e3980a707d,2024-04-04,noite,63,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
f5c65f59-a3e1-43d8-85ad-9362c5ea29fa,2024-04-04,tarde,94,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
e531bd86-b869-45d6-a296-e6afab836b98,2024-04-04,madrugada,35,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
c5a7787d-2c15-4374-81fd-afa7210e69f3,2024-04-04,manha,100,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
344b8463-b547-4bbd-a6fd-8a13788c212b,2024-04-04,noite,55,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
a10510db-0d9e-48d0-ade4-661fb5f57cfd,2024-04-04,tarde,82,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
65a38b3f-a068-4656-95dc-8981c65edba3,2024-04-04,madrugada,47,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
da31d07d-78d4-4ef1-b055-af8c0d630126,2024-04-04,manha,109,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
558607d9-b709-45c5-a691-3d33a9331488,2024-04-04,noite,65,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
4cdb9700-246d-4d5e-8e6b-6ec11e53e495,2024-04-04,tarde,101,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
ce329290-81d8-4340-a68a-1fb8f6dfa6f7,2024-04-04,madrugada,34,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
d5c3c7e8-573b-49bb-aa45-379f2068cdbd,2024-04-04,manha,120,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
0f2d4322-325a-414c-a67c-705aedc61f89,2024-04-04,noite,64,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
aca73fad-12f4-4e15-9878-5fbdedcb4cca,2024-04-04,tarde,83,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
9e7c78c8-83d5-452c-8893-8178a2d85d94,2024-04-04,madrugada,45,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
aeeee26c-1de9-4e99-868b-1457a59230a2,2024-04-04,manha,149,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
1e0d9e73-6750-448c-969e-779cb1dbca12,2024-04-04,noite,137,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
ef040214-c8a0-4416-83d9-4bf0bb10f4f8,2024-04-04,tarde,116,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
3263ef98-d1d7-402d-baf1-4b1243ca1597,2024-04-04,madrugada,42,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
85327ef5-f750-4d32-8036-7c679497bcc0,2024-04-04,manha,125,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
37fe3cf3-08cd-47f2-bb82-536272072877,2024-04-04,noite,82,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
9c8dd088-182d-494f-a5d3-5f1ea97514ab,2024-04-04,tarde,120,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
e22ead10-ceb7-4e67-a9c6-b25d1ae55d53,2024-04-04,madrugada,51,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
92ea3977-2630-4f11-b187-d08e6a5fe959,2024-04-04,manha,134,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
5e901f8c-6df7-4855-9df0-13081b429176,2024-04-04,noite,88,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
1f9547fd-29a0-4876-b192-8882b12b48bb,2024-04-04,tarde,118,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
154c441c-9f76-444f-a76e-1f677747da81,2024-04-05,madrugada,36,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
dd3e3c70-b5b0-4405-b7b6-bab17bd4d8d0,2024-04-05,manha,121,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
4bd2bbdc-7e72-46aa-bae8-df2dfd4b4787,2024-04-05,noite,82,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
f500ced3-2b5b-408d-968b-b841d1221fc0,2024-04-05,tarde,98,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
a8ddf930-d513-4e80-93c6-d0217715dc1d,2024-04-05,madrugada,37,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
5bb6629a-f9c6-49b2-9d1a-67dd9a0bd80e,2024-04-05,manha,113,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
bfbc92ea-58e5-4f56-8133-005e84fbb7e5,2024-04-05,noite,78,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
a156307c-4ab2-4737-bfc8-18214ea1e816,2024-04-05,tarde,94,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
67ee3940-ad57-4b1c-bd64-3a6f79c806b3,2024-04-05,madrugada,39,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
e5b4e543-a390-4aff-8d6c-71e281d7cc91,2024-04-05,manha,110,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
1e04cadd-36d4-4d00-9ed2-2e1dd67a5de1,2024-04-05,noite,77,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
cc5dd8bb-02d8-4048-a06a-231335fe0246,2024-04-05,tarde,95,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
fb1f1062-0337-431f-b339-27fecaa61737,2024-04-05,madrugada,39,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
69b4ea14-08d7-427a-9677-84c5fa7531bc,2024-04-05,manha,95,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
fc849bbf-e2ea-4bfc-a0a9-dcf944dbb204,2024-04-05,noite,67,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
2eeb8cc3-1dfb-4e8b-ae82-da43042287d3,2024-04-05,tarde,92,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
60a63572-b082-4ac6-9503-2eae72ed3218,2024-04-05,madrugada,37,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
14b49dcd-3976-4d12-b5c0-3b6d7010c770,2024-04-05,manha,111,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
a8b7602b-c861-49b7-be0e-faf20794af6f,2024-04-05,noite,81,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
12135844-e62d-4f5e-939e-e468f5e197ad,2024-04-05,tarde,94,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
60d3c76e-6faf-4d28-9867-3c20a7fc8dc1,2024-04-05,madrugada,34,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
e70cb2b6-9a38-4fc1-ae72-9c4c6e624020,2024-04-05,manha,105,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
3b822222-aabc-4548-aa07-bf724903683c,2024-04-05,noite,69,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
929dc056-90de-49ec-b3bd-bcb891f66a03,2024-04-05,tarde,85,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
e8b3e9a9-5028-40c7-b246-296a2c0eb71d,2024-04-05,madrugada,51,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
1f9f717c-f6d9-4eb6-a506-9b0096d4b619,2024-04-05,manha,150,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
a4bef5fc-aa28-488a-bf24-c79a0080a019,2024-04-05,noite,106,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
061a0788-5ebb-48dd-8334-58619f8b25de,2024-04-05,tarde,140,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
c2b35b55-2bca-44e4-b460-8e5c381065dc,2024-04-05,madrugada,45,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
8bfbd134-3392-4f9b-b5e6-73c22db73421,2024-04-05,manha,136,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
9b73809b-fb85-4032-9d9e-30b3ee204e65,2024-04-05,noite,87,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
e019ac86-991e-43bc-a982-8cce56e41405,2024-04-05,tarde,125,026 - PS BOTAFOGO_RJ,RJ,2026-04-01T18:14:35.070451+00:00
ed617c83-98ad-4245-b913-985c730cd1b3,2024-04-05,madrugada,45,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
7c65bb9f-67a4-4d15-8c4d-61a50222f672,2024-04-05,manha,130,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
750326cb-0032-4baf-8188-50931797218c,2024-04-05,noite,95,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
4052c550-845f-46a2-934d-b44de2737be8,2024-04-05,tarde,117,045 - PS CAMPO GRANDE_RJ,RJ,2026-04-01T18:14:35.070451+00:00
eb31921f-049c-4398-9f01-21cf3f103917,2024-04-06,madrugada,15,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
74c531c8-c3cb-4e58-bf3f-1153ee2655c9,2024-04-06,manha,98,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
2c603337-3250-4f71-8a9e-049f197d3115,2024-04-06,noite,68,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
9f2c3f04-7635-482a-b0ff-203eefd6a779,2024-04-06,tarde,95,013 - PS SIG_DF,DF,2026-04-01T18:14:35.070451+00:00
0815dc35-3e41-46a9-9f1d-b159da944d1c,2024-04-06,madrugada,35,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
0a899363-5b75-4816-8c80-6e3d0ef1d303,2024-04-06,manha,63,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
b34443e3-ab83-4a23-bc03-6e6279158866,2024-04-06,noite,52,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
d9d920ab-911d-4c83-854d-5cde79dd179a,2024-04-06,tarde,113,039 - PS TAGUATINGA_DF,DF,2026-04-01T18:14:35.070451+00:00
a07f1fc0-ecdd-45bf-8073-e45a47ef85c9,2024-04-06,madrugada,29,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
c589c470-4db3-406a-a726-1399883b04e7,2024-04-06,manha,103,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
760b6d41-91ab-4762-9486-d7d7b868fe72,2024-04-06,noite,63,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
8b1ad78c-d130-4be1-8be1-04ba5674aa9b,2024-04-06,tarde,96,001 - PS HOSPITAL VITÓRIA_ES,ES,2026-04-01T18:14:35.070451+00:00
93997079-905a-49db-b0f8-b2b1117a1ed0,2024-04-06,madrugada,31,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
4e57e418-258b-4f1c-a818-470731d5a84e,2024-04-06,manha,76,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
be5b8121-830f-4994-b8cd-8f16348c2f4a,2024-04-06,noite,48,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
dd989859-2c38-4ee3-be6e-0acfea9428a2,2024-04-06,tarde,81,003 - PS VILA VELHA_ES,ES,2026-04-01T18:14:35.070451+00:00
80358c2f-dbe0-4825-a2a1-ef00e7105c97,2024-04-06,madrugada,41,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
ff68addf-c9b9-4cac-af7b-b80e0e066f7e,2024-04-06,manha,89,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
509433b6-5abb-49c3-8956-09334a9de1b2,2024-04-06,noite,71,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
c8fda7c8-1a5c-49df-a029-5e049662a153,2024-04-06,tarde,116,031 - PS GUTIERREZ_MG,MG,2026-04-01T18:14:35.070451+00:00
69209abc-13dd-49df-9662-290adda3e6dd,2024-04-06,madrugada,34,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
d43d3aa1-3aa4-49f1-9334-751b26e0b9d7,2024-04-06,manha,84,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
a287bf02-f82b-494a-9e61-2d1e42bd7985,2024-04-06,noite,63,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
118eb601-c329-4bb8-979b-6b80f98eb8bf,2024-04-06,tarde,73,033 - PS PAMPULHA_MG,MG,2026-04-01T18:14:35.070451+00:00
9e805183-15c1-4f99-a5b0-1dc36e7c4c70,2024-04-06,madrugada,49,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
1e620483-38af-4afe-b906-c017e28275d7,2024-04-06,manha,120,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
03d05793-9482-47aa-b9e4-9db28f30b237,2024-04-06,noite,87,025 - PS BARRA DA TIJUCA_RJ,RJ,2026-04-01T18:14:35.070451+00:00
